ID,casrn,dtxsid,name,countgen,PODgen,PODgen GSD2total,PODgen GSD2final,Prob. RfDgen [mg/kg-d],HDM10%gen [mg/kg-d],HDM10%gen GSD2,countrd,PODrd,PODrd GSD2total,PODrd GSD2final,Prob. RfDrd [mg/kg-d],HDM10%rd [mg/kg-d],HDM10%rd GSD2
137,101-50-8,DTXSID6059231,"Benzenesulfonic acid, 2-amino-5-[(4-sulfophenyl)azo]-",1,1.07E+03,17.22,17.22,6.98E-01,3.06E+02,20.29,,,,,,,
138,101517-86-6,NODTXSID_101517-86-6,"2-Isobutyl-4,6-dimethyldihydro-1,3,5-dithiazine and 4-isobutyl-2,6-dimethyldihydro-1,3,5-dithiazine (mixture)",2,2.12E+00,9.29,9.29,2.10E-03,6.08E-01,11.42,,,,,,,
139,101517-87-7,DTXSID10869362,"4,6-Dimethyl-2-(2-methylpropyl)-1,3,5-dithiazinane",2,2.12E+00,10.27,10.27,1.97E-03,6.08E-01,12.52,,,,,,,
140,101-54-2,DTXSID7025895,"N-Phenyl-1,4-benzenediamine",3,2.25E+01,6.74,7.97,2.46E-02,6.45E+00,9.93,7,1.38E+01,3.75,11.77,3.91E-02,3.97E+00,14.20
141,101-61-1,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",8,6.97E+00,4.03,7.97,2.54E-02,2.00E+00,9.93,,,,,,,
142,101631-14-5,NODTXSID_101631-14-5,"Distillates (petroleum), heavy steam-cracked",4,1.37E+01,5.70,7.97,4.97E-02,3.91E+00,9.93,2,1.29E+02,6.40,11.77,1.09E-01,3.69E+01,14.20
143,10163-15-2,DTXSID70872554,Sodium monofluorophosphate,6,6.30E+00,4.85,7.97,2.29E-02,1.81E+00,9.93,3,1.80E+01,4.75,11.77,1.53E-02,5.17E+00,14.20
144,1016986-95-0,NODTXSID_1016986-95-0,"mixed lithium sodium 7-{[2-({5-cyano-4-methyl-2,6-bis[(4-sulfonatophenyl)amino]pyridin-3-yl}diazenyl)-4-(2-naphthyl)-1,3-thiazol-5-yl]diazenyl}naphthalene-1,3,5-trisulfonate",2,4.68E+00,11.51,11.51,4.03E-03,1.34E+00,13.91,4,2.58E+01,4.41,11.77,7.29E-02,7.39E+00,14.20
145,1017183-70-8,DTXSID30893609,3-(4-Fluorophenyl)-2-methylpropanoyl chloride,2,1.21E+01,13.35,13.35,9.42E-03,3.46E+00,15.97,,,,,,,
146,101-72-4,DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,2,1.86E+02,9.12,9.12,1.86E-01,5.33E+01,11.23,12,2.23E+01,2.03,11.77,1.89E-01,6.39E+00,14.20
147,101-77-9,DTXSID6022422,"4,4'-Diaminobiphenyl methane",20,1.27E+00,2.23,7.97,1.38E-02,3.63E-01,9.93,,,,,,,
148,101795-01-1,NODTXSID_101795-01-1,"Naphtha (petroleum), sweetened light",19,5.20E+00,2.54,7.97,5.68E-02,1.49E+00,9.93,,,,,,,
149,101-80-4,DTXSID0021094,"4,4'-Oxydianiline",16,3.75E+00,2.19,7.97,4.09E-02,1.07E+00,9.93,1,2.58E+00,13.94,13.94,1.95E-03,7.39E-01,16.63
150,101831-37-2,DTXSID4046787,Diclazuril,1,7.64E-01,17.22,17.22,4.99E-04,2.19E-01,20.29,,,,,,,
151,101-83-7,DTXSID6025018,Dicyclohexylamine,6,2.60E+00,4.23,7.97,9.47E-03,7.46E-01,9.93,12,1.33E+01,2.04,11.77,1.13E-01,3.82E+00,14.20
152,101-84-8,DTXSID9021847,Diphenyl oxide,5,3.17E+01,4.36,7.97,1.15E-01,9.07E+00,9.93,2,1.44E+02,10.02,11.77,1.22E-01,4.13E+01,14.20
153,101-90-6,DTXSID2020470,Diglycidyl resorcinol ether,1,7.96E-01,17.22,17.22,5.21E-04,2.28E-01,20.29,2,1.64E+01,6.20,11.77,1.39E-02,4.70E+00,14.20
154,10191-41-0,DTXSID8021355,alpha-Tocopherol,5,1.59E+02,4.89,7.97,5.79E-01,4.56E+01,9.93,1,2.06E+02,13.94,13.94,1.56E-01,5.91E+01,16.63
155,10192-30-0,DTXSID1050462,Ammonium bisulfite,6,1.60E+01,4.11,7.97,5.81E-02,4.58E+00,9.93,2,5.80E+01,6.44,11.77,4.92E-02,1.66E+01,14.20
156,10193-99-4,DTXSID8064989,"Acetic acid, mercapto-, 2,2-bis[[(mercaptoacetyl)oxy]methyl]-1,3-propanediyl ester",12,5.41E+00,2.57,7.97,5.91E-02,1.55E+00,9.93,45,1.63E+01,1.48,11.77,1.38E-01,4.67E+00,14.20
157,10196-04-0,DTXSID2064991,Ammonium sulfite,7,2.83E+01,3.86,7.97,1.03E-01,8.10E+00,9.93,2,5.80E+01,5.88,11.77,4.92E-02,1.66E+01,14.20
158,101-96-2,DTXSID7024956,"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",4,5.55E-01,5.63,7.97,2.02E-03,1.59E-01,9.93,12,1.93E+01,2.07,11.77,1.64E-01,5.53E+00,14.20
159,101-97-3,DTXSID6044353,Ethyl phenylacetate,,,,,,,,4,5.95E+01,4.38,11.77,1.68E-01,1.71E+01,14.20
160,101990-44-7,DTXSID60893612,"N-[(6-Chloro-3-pyridinyl)methyl]-1,2-ethanediamine",1,1.53E+00,17.22,17.22,1.00E-03,4.38E-01,20.29,,,,,,,
161,102-01-2,DTXSID0024397,Acetoacetanilide,5,2.50E+00,4.86,7.97,9.08E-03,7.15E-01,9.93,6,3.04E+00,3.62,11.77,8.60E-03,8.72E-01,14.20
162,102-06-7,DTXSID3025178,"1,3-Diphenylguanidine",41,5.22E+00,1.61,7.97,5.69E-02,1.49E+00,9.93,36,4.15E+00,1.50,11.77,3.52E-02,1.19E+00,14.20
163,102-08-9,DTXSID4026139,Thiocarbanilide,2,6.04E+00,12.55,12.55,4.91E-03,1.73E+00,15.08,4,3.07E+01,4.23,11.77,8.67E-02,8.78E+00,14.20
164,102-09-0,DTXSID3020540,Diphenylcarbonate,2,1.59E+02,9.69,9.69,1.53E-01,4.55E+01,11.87,4,1.39E+01,4.54,11.77,3.92E-02,3.97E+00,14.20
165,102110-14-5,NODTXSID_102110-14-5,"Hydrocarbons, C3-6, C5-rich, steam-cracked naphtha",2,1.13E+01,10.70,10.70,1.02E-02,3.23E+00,13.00,,,,,,,
166,102110-15-6,NODTXSID_102110-15-6,"Hydrocarbons, C5-rich, dicyclopentadiene-contg.",6,1.48E+01,4.45,7.97,5.39E-02,4.25E+00,9.93,14,1.55E+01,2.05,11.77,1.31E-01,4.43E+00,14.20
167,102110-49-6,NODTXSID_102110-49-6,"Residues, copper-iron-lead-nickel matte, sulfuric acid-insol.",,,,,,,,1,1.29E+02,13.94,13.94,9.75E-02,3.69E+01,16.63
168,102110-50-9,NODTXSID_102110-50-9,"Residues, precious metal refining cementation",1,9.56E-03,17.22,17.22,6.25E-06,2.74E-03,20.29,,,,,,,
169,102110-55-4,NODTXSID_102110-55-4,"residues (petroleum), steam-cracked, light arom",2,1.13E+01,10.91,10.91,1.00E-02,3.23E+00,13.23,,,,,,,
170,102110-59-8,NODTXSID_102110-59-8,"Slags, elec. furnace smelting, iron silicate",3,6.02E+02,6.39,7.97,6.57E-01,1.73E+02,9.93,1,1.29E+03,13.94,13.94,9.75E-01,3.69E+02,16.63
171,10213-10-2,DTXSID0032079,Sodium tungstate dihydrate,2,8.79E-01,5.56,7.97,9.60E-04,2.52E-01,9.93,,,,,,,
172,1021443-10-6,NODTXSID_1021443-10-6,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
173,1021443-12-8,NODTXSID_1021443-12-8,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
174,1021443-13-9,NODTXSID_1021443-13-9,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
175,1021443-14-0,NODTXSID_1021443-14-0,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
176,1021500-89-9,NODTXSID_1021500-89-9,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
177,1021500-90-2,NODTXSID_1021500-90-2,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
178,1021500-93-5,NODTXSID_1021500-93-5,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
179,1021500-94-6,NODTXSID_1021500-94-6,Azaspiracids,1,1.21E+00,17.22,17.22,7.93E-04,3.48E-01,20.29,,,,,,,
180,10217-34-2,DTXSID7044762,Triethoxy[2-(7-oxabicyclo[4.1.0]hept-3-yl)ethyl]silane,,,,,,,,4,1.91E+02,4.23,11.77,5.39E-01,5.47E+01,14.20
181,102-19-2,DTXSID2044501,3-Methylbutyl phenylacetate,,,,,,,,3,3.83E+02,4.72,11.77,3.25E-01,1.10E+02,14.20
182,102-20-5,DTXSID0044494,2-Phenylethyl phenylacetate,2,1.91E+02,9.36,9.36,1.88E-01,5.48E+01,11.49,15,6.64E+01,1.93,11.77,5.63E-01,1.90E+01,14.20
183,10221-57-5,DTXSID70907259,"1,2-Diethoxypropane",,,,,,,,2,1.49E+02,7.05,11.77,1.26E-01,4.26E+01,14.20
184,10222-01-2,DTXSID5032361,"2,2-Dibromo-3-nitrilopropionamide",6,4.69E+00,4.09,7.97,1.71E-02,1.34E+00,9.93,4,2.02E+00,4.66,11.77,5.70E-03,5.78E-01,14.20
185,102242-48-8,NODTXSID_102242-48-8,"Alcohols, C6-24 and C6-24-unsatd. even numbered, distn. residues",1,4.78E+01,17.22,17.22,3.12E-02,1.37E+01,20.29,2,5.16E+02,5.57,11.77,4.37E-01,1.48E+02,14.20
186,102242-49-9,NODTXSID_102242-49-9,unnamed [102242-49-9],1,4.78E+01,17.22,17.22,3.12E-02,1.37E+01,20.29,8,3.18E+02,3.29,11.77,8.99E-01,9.11E+01,14.20
187,102242-52-4,NODTXSID_102242-52-4,"UVCB substance, no IUPAC name available",1,4.78E+01,17.22,17.22,3.12E-02,1.37E+01,20.29,6,3.07E+02,3.47,11.77,8.67E-01,8.78E+01,14.20
188,102-24-9,DTXSID6051514,Trimethoxycyclotriboroxane,4,1.69E+01,4.53,7.97,6.14E-02,4.84E+00,9.93,8,1.11E+01,3.24,11.77,3.13E-02,3.18E+00,14.20
189,10226-30-9,DTXSID50144847,6-Chlorohexan-2-one,,,,,,,,1,1.72E+02,13.94,13.94,1.30E-01,4.92E+01,16.63
190,10233-13-3,DTXSID3041904,Isopropyl Laurate,2,4.48E+02,9.24,9.24,4.46E-01,1.28E+02,11.36,3,1.55E+03,5.28,11.77,1.31E+00,4.43E+02,14.20
191,102-36-3,DTXSID9033008,"3,4-Dichlorophenyl isocyanate",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
192,10236-47-2,DTXSID6022478,Naringin,1,3.90E+02,17.22,17.22,2.55E-01,1.12E+02,20.29,4,1.32E+03,4.24,11.77,3.75E+00,3.80E+02,14.20
193,1024-57-3,DTXSID1024126,Heptachlor epoxide B,5,2.04E-02,4.19,7.97,7.42E-05,5.84E-03,9.93,,,,,,,
194,1024699-81-7,NODTXSID_1024699-81-7,"N,N,N-trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium 4-(C10-13-sec-alkyl)benzenesulfonate",1,2.29E+01,17.22,17.22,1.50E-02,6.57E+00,20.29,6,4.10E+01,3.76,11.77,1.16E-01,1.17E+01,14.20
195,1025-15-6,DTXSID0026175,Triallyl isocyanurate,7,2.88E+00,4.40,7.97,1.05E-02,8.26E-01,9.93,2,3.87E+00,6.78,11.77,3.28E-03,1.11E+00,14.20
196,102-54-5,DTXSID9025326,Ferrocene,4,1.20E+00,6.87,7.97,4.36E-03,3.43E-01,9.93,6,2.05E+00,3.62,11.77,5.79E-03,5.86E-01,14.20
197,10254-57-6,DTXSID5029718,Methylene dibutyldithiocarbamate,1,2.00E+01,17.22,17.22,1.31E-02,5.73E+00,20.29,2,3.16E+02,5.94,11.77,2.68E-01,9.05E+01,14.20
198,102-56-7,DTXSID4059257,"Benzenamine, 2,5-dimethoxy-",2,1.31E+00,11.88,11.88,1.10E-03,3.74E-01,14.33,,,,,,,
199,10257-55-3,DTXSID10883104,Calcium sulfite,6,1.93E+01,4.26,7.97,7.01E-02,5.53E+00,9.93,2,5.80E+01,6.10,11.77,4.92E-02,1.66E+01,14.20
200,102-60-3,DTXSID9026689,"N,N,N?,N?-Tetrakis(2-hydroxypropyl)ethylenediamine",3,1.36E+02,6.24,7.97,1.48E-01,3.90E+01,9.93,12,1.55E+02,2.12,11.77,1.31E+00,4.43E+01,14.20
201,10265-92-6,DTXSID6024177,Methamidophos,16,4.57E-02,2.20,7.97,4.99E-04,1.31E-02,9.93,12,8.75E-02,2.42,11.77,7.42E-04,2.51E-02,14.20
202,102-69-2,DTXSID9021849,Tripropylamine,1,3.82E+01,17.22,17.22,2.50E-02,1.10E+01,20.29,3,3.14E+01,5.77,11.77,2.66E-02,8.99E+00,14.20
203,1026988-42-0,NODTXSID_1026988-42-0,unnamed [1026988-42-0],,,,,,,,1,1.55E+01,13.94,13.94,1.17E-02,4.43E+00,16.63
204,102-71-6,DTXSID9021392,Triethanolamine,4,5.85E+01,4.80,7.97,2.13E-01,1.68E+01,9.93,10,2.11E+02,2.15,11.77,1.79E+00,6.04E+01,14.20
205,102-76-1,DTXSID3026691,Triacetin,8,1.44E+02,3.76,7.97,5.24E-01,4.13E+01,9.93,8,2.58E+02,3.23,11.77,7.29E-01,7.39E+01,14.20
206,102-77-2,DTXSID0021096,N-Oxydiethylenebenzothiazole-2-sulfenamide,4,3.30E+01,5.18,7.97,1.20E-01,9.46E+00,9.93,10,5.49E+01,2.50,11.77,4.66E-01,1.57E+01,14.20
207,10277-43-7,DTXSID6025488,Lanthanum nitrate hexahydrate,2,6.12E-03,5.90,7.97,6.68E-06,1.75E-03,9.93,,,,,,,
208,10279-59-1,DTXSID20872524,Sodium aluminum phosphate (3:2:8),2,1.61E+02,6.74,7.97,1.76E-01,4.62E+01,9.93,,,,,,,
209,102-81-8,DTXSID2024953,2-(Dibutylamino)ethanol,9,2.65E+01,3.89,7.97,9.64E-02,7.59E+00,9.93,,,,,,,
210,102-82-9,DTXSID4026183,Tributylamine,3,2.54E+00,6.71,7.97,2.77E-03,7.27E-01,9.93,4,2.28E+01,4.31,11.77,6.43E-02,6.52E+00,14.20
211,102851-06-9,DTXSID7037555,tau-Fluvalinate,4,7.58E-01,4.71,7.97,2.76E-03,2.17E-01,9.93,1,1.29E+00,13.94,13.94,9.75E-04,3.69E-01,16.63
212,10287-53-3,DTXSID2044763,Parbenate,,,,,,,,6,3.72E+01,3.53,11.77,1.05E-01,1.07E+01,14.20
213,10294-26-5,DTXSID70172884,Silver sulfate,10,5.91E-01,3.13,7.97,6.45E-03,1.69E-01,9.93,3,5.55E+00,5.06,11.77,4.71E-03,1.59E+00,14.20
214,10294-34-5,DTXSID2041676,Boron trichloride,7,1.22E+01,3.57,7.97,4.44E-02,3.49E+00,9.93,8,1.11E+01,3.33,11.77,3.13E-02,3.18E+00,14.20
215,10294-54-9,DTXSID10883109,Cesium sulfate,3,3.24E+00,6.09,7.97,3.54E-03,9.28E-01,9.93,,,,,,,
216,10294-66-3,DTXSID70893108,Potassium thiosulfate,6,4.61E+01,4.14,7.97,1.68E-01,1.32E+01,9.93,2,5.80E+01,6.07,11.77,4.92E-02,1.66E+01,14.20
217,1029-71-3,NODTXSID_1029-71-3,"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol",2,7.80E+00,10.10,10.10,7.32E-03,2.24E+00,12.33,2,1.12E+02,7.00,11.77,9.47E-02,3.20E+01,14.20
218,102985-93-3,DTXSID20893618,"2,2-Dimethyl-3-oxopropyl dodecanoate",2,6.62E+01,9.64,9.64,6.40E-02,1.90E+01,11.82,3,2.58E+02,4.49,11.77,2.19E-01,7.39E+01,14.20
219,103043-58-9,NODTXSID_103043-58-9,Bis(2-propylheptyl) adipate,2,4.32E+01,9.50,9.50,4.21E-02,1.24E+01,11.65,3,5.16E+01,5.11,11.77,4.37E-02,1.48E+01,14.20
220,103055-07-8,DTXSID5034357,Lufenuron,3,2.58E+00,4.84,7.97,2.82E-03,7.40E-01,9.93,,,,,,,
221,10305-76-7,DTXSID80872525,Sodium aluminum phosphate (tetrahydrate),2,1.61E+02,7.07,7.97,1.76E-01,4.62E+01,9.93,,,,,,,
222,103-05-9,DTXSID3021851,2-Methyl-4-phenylbutan-2-ol,,,,,,,,4,3.52E+01,4.08,11.77,9.95E-02,1.01E+01,14.20
223,103-09-3,DTXSID8026694,2-Ethylhexyl acetate,2,3.58E+01,9.00,9.00,3.62E-02,1.03E+01,11.10,2,2.17E+03,6.29,11.77,1.84E+00,6.22E+02,14.20
224,1031-07-8,DTXSID3037541,Endosulfan sulfate,1,1.87E-01,17.22,17.22,1.22E-04,5.37E-02,20.29,1,1.06E-01,13.94,13.94,8.00E-05,3.03E-02,16.63
225,103112-35-2,DTXSID6041268,Fenchlorazole-ethyl,,,,,,,,2,9.41E+01,6.86,11.77,7.98E-02,2.70E+01,14.20
226,103-11-7,DTXSID9025297,2-Ethylhexyl acrylate,1,4.82E+00,17.22,17.22,3.15E-03,1.38E+00,20.29,,,,,,,
227,1031756-98-5,DTXSID10893627,Cyclaniliprole,1,3.74E-01,17.22,17.22,2.44E-04,1.07E-01,20.29,2,3.34E+02,5.71,11.77,2.84E-01,9.58E+01,14.20
228,103-23-1,DTXSID0020606,Bis(2-ethylhexyl)hexanedioate,28,1.05E+02,1.75,7.97,1.14E+00,3.00E+01,9.93,33,6.74E+01,1.54,11.77,5.72E-01,1.93E+01,14.20
229,103-24-2,DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,5,5.04E+01,5.81,7.97,1.83E-01,1.45E+01,9.93,10,1.89E+02,2.30,11.77,1.60E+00,5.40E+01,14.20
230,10325-94-7,DTXSID7044504,Cadmium dinitrate,6,1.77E-01,4.11,7.97,6.42E-04,5.06E-02,9.93,4,7.44E-01,5.26,11.77,2.10E-03,2.13E-01,14.20
231,103-26-4,DTXSID6042151,Methyl cinnamate,7,2.26E+01,4.05,7.97,8.23E-02,6.48E+00,9.93,5,5.72E+01,3.73,11.77,1.62E-01,1.64E+01,14.20
232,103-28-6,DTXSID6047602,Benzyl 2-methylpropanoate,,,,,,,,16,1.17E+02,1.85,11.77,9.89E-01,3.34E+01,14.20
233,103-33-3,DTXSID8020123,Azobenzene,4,3.58E+00,4.66,7.97,1.30E-02,1.02E+00,9.93,,,,,,,
234,1033366-59-4,DTXSID30893629,"4-Amino-5,6-dimethylthieno(2,3-d)pyrimidin-2(1H)-one hydrochloride",1,1.15E+01,17.22,17.22,7.50E-03,3.29E+00,20.29,,,,,,,
235,103-34-4,DTXSID8026698,"4,4'-Dithiodimorpholine",2,2.47E+01,8.83,8.83,2.53E-02,7.07E+00,10.90,3,7.09E+01,5.22,11.77,6.02E-02,2.03E+01,14.20
236,103361-09-7,DTXSID7032555,Flumioxazin,18,2.37E+00,2.21,7.97,2.58E-02,6.78E-01,9.93,13,1.74E+00,2.59,11.77,1.47E-02,4.98E-01,14.20
237,103-36-6,DTXSID9022520,Ethyl cinnamate,2,2.96E+00,8.27,8.27,3.16E-03,8.49E-01,10.27,2,1.55E+02,5.90,11.77,1.31E-01,4.43E+01,14.20
238,103-37-7,DTXSID7047510,Benzyl butyrate,4,5.44E+00,5.23,7.97,1.98E-02,1.56E+00,9.93,16,1.17E+02,1.87,11.77,9.89E-01,3.34E+01,14.20
239,103-38-8,DTXSID1047603,Benzyl 3-methylbutanoate,,,,,,,,16,1.17E+02,1.84,11.77,9.89E-01,3.34E+01,14.20
240,10339-55-6,DTXSID9047415,Ethyl linalool,2,2.92E+01,9.64,9.64,2.83E-02,8.38E+00,11.81,8,1.01E+02,3.34,11.77,2.86E-01,2.89E+01,14.20
241,10341-03-4,NODTXSID_10341-03-4,ditetradecyl fumarate,3,1.23E+02,7.16,7.97,1.34E-01,3.52E+01,9.93,4,2.31E+02,4.30,11.77,6.52E-01,6.61E+01,14.20
242,103-41-3,DTXSID3041663,Benzyl cinnamate,1,9.56E+01,17.22,17.22,6.25E-02,2.74E+01,20.29,4,1.55E+02,4.22,11.77,4.37E-01,4.43E+01,14.20
243,103-45-7,DTXSID7044506,2-Phenylethyl acetate,,,,,,,,4,3.17E+01,5.62,11.77,8.95E-02,9.07E+00,14.20
244,103-48-0,DTXSID7044764,2-Phenylethyl 2-methylpropanoate,,,,,,,,9,1.62E+02,3.29,11.77,4.57E-01,4.63E+01,14.20
245,103-50-4,DTXSID5025819,Dibenzyl ether,3,8.07E+01,6.25,7.97,8.81E-02,2.31E+01,9.93,5,2.17E+02,3.87,11.77,6.13E-01,6.22E+01,14.20
246,103513-05-9,NODTXSID_103513-05-9,"2-benzofuran-1,3-dione, addition product with 2-(2-hydroxyethoxy)ethanol, ethoxylated",2,4.19E+01,12.43,12.43,3.42E-02,1.20E+01,14.94,,,,,,,
247,103-52-6,DTXSID6047604,2-Phenylethyl butanoate,,,,,,,,16,1.17E+02,1.83,11.77,9.89E-01,3.34E+01,14.20
248,103-54-8,DTXSID2044765,3-Phenylprop-2-en-1-yl acetate,,,,,,,,2,8.93E+01,6.41,11.77,7.57E-02,2.56E+01,14.20
249,103-60-6,DTXSID7042279,Phenoxyethyl isobutyrate,,,,,,,,2,5.80E+01,6.51,11.77,4.92E-02,1.66E+01,14.20
250,10361-29-2,DTXSID3051468,Ammonium carbonate (x:1),5,2.69E+02,4.47,7.97,9.77E-01,7.69E+01,9.93,,,,,,,
251,10361-37-2,DTXSID7044508,Barium chloride,16,3.00E+01,2.05,7.97,3.28E-01,8.61E+00,9.93,6,1.23E+01,3.67,11.77,3.48E-02,3.52E+00,14.20
252,10361-43-0,DTXSID1065053,Bismuth hydroxide (Bi(OH)3),2,1.91E+02,9.06,9.06,1.92E-01,5.48E+01,11.15,,,,,,,
253,10361-44-1,DTXSID30883121,Bismuth nitrate,3,1.28E+02,5.89,7.97,1.40E-01,3.67E+01,9.93,4,1.91E+02,4.07,11.77,5.39E-01,5.47E+01,14.20
254,103-61-7,DTXSID2059277,"Butanoic acid, 3-phenyl-2-propenyl ester",,,,,,,,4,4.08E+01,4.22,11.77,1.15E-01,1.17E+01,14.20
255,10361-79-2,DTXSID7044766,Praseodymium trichloride,1,3.21E+02,17.22,17.22,2.10E-01,9.20E+01,20.29,,,,,,,
256,10361-82-7,DTXSID4047757,Samarium chloride,4,2.77E+01,4.83,7.97,1.01E-01,7.95E+00,9.93,2,8.79E+00,6.34,11.77,7.45E-03,2.52E+00,14.20
257,10361-83-8,DTXSID9047758,Samarium nitrate,1,4.56E-02,17.22,17.22,2.98E-05,1.31E-02,20.29,,,,,,,
258,10361-92-9,DTXSID2042515,Yttrium chloride,,,,,,,,3,1.02E+02,4.82,11.77,8.68E-02,2.93E+01,14.20
259,10361-93-0,DTXSID70890657,"Nitric acid, yttrium(3+) salt (3:1)",,,,,,,,3,1.02E+02,4.92,11.77,8.68E-02,2.93E+01,14.20
260,103-64-0,DTXSID501014586,(2-Bromovinyl)benzene,,,,,,,,16,1.17E+02,1.86,11.77,9.89E-01,3.34E+01,14.20
261,103-65-1,DTXSID3042219,Propylbenzene,3,5.60E+01,5.74,7.97,6.11E-02,1.60E+01,9.93,,,,,,,
262,103-72-0,DTXSID0021129,Phenyl isothiocyanate,2,7.61E-01,6.12,7.97,8.30E-04,2.18E-01,9.93,,,,,,,
263,103-73-1,DTXSID7059278,"Benzene, ethoxy-",8,6.67E+01,3.94,7.97,2.43E-01,1.91E+01,9.93,11,1.18E+02,2.12,11.77,1.00E+00,3.38E+01,14.20
264,103758-98-1,NODTXSID_103758-98-1,"Fatty acids, C18-unsatd., dimers, oligomeric reaction products with tall-oil fatty acids and tetraethylenepentamine",2,9.56E+01,8.59,8.59,9.95E-02,2.74E+01,10.63,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
265,103758-99-2,DTXSID10105833,"Fatty acids, C18-unsatd., dimers, polymers with triethylenetetramine",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
266,103-76-4,DTXSID3021853,1-Piperazineethanol,2,4.68E+02,8.37,8.37,4.95E-01,1.34E+02,10.38,,,,,,,
267,10377-48-7,DTXSID3049201,Lithium sulfate,2,7.20E+00,8.09,8.09,7.78E-03,2.06E+00,10.06,3,2.01E+01,4.76,11.77,1.71E-02,5.76E+00,14.20
268,10377-52-3,DTXSID60889590,"Phosphoric acid, lithium salt (1:3)",,,,,,,,5,7.48E+00,3.99,11.77,2.11E-02,2.14E+00,14.20
269,10377-60-3,DTXSID4049664,Magnesium nitrate,,,,,,,,1,3.87E+02,13.94,13.94,2.93E-01,1.11E+02,16.63
270,10377-66-9,DTXSID90890659,"Nitric acid, manganese(2+) salt (2:1)",11,7.74E+01,2.57,7.97,8.44E-01,2.22E+01,9.93,2,1.09E+00,6.33,11.77,9.22E-04,3.12E-01,14.20
271,10377-81-8,DTXSID3049673,2-Aminoethanol ester with boric acid (H3BO3) (1:1),4,8.55E+01,5.71,7.97,3.11E-01,2.45E+01,9.93,,,,,,,
272,10380-28-6,DTXSID7020346,Copper-8-hydroxyquinoline (1:2),14,1.57E+01,2.14,7.97,1.71E-01,4.49E+00,9.93,6,2.29E+01,3.73,11.77,6.46E-02,6.55E+00,14.20
273,103-82-2,DTXSID2021656,Phenylacetic acid,,,,,,,,6,1.90E+02,4.23,11.77,5.38E-01,5.46E+01,14.20
274,103-83-3,DTXSID8021854,"N,N-Dimethylbenzylamine",1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,3,3.07E+01,4.93,11.77,2.60E-02,8.79E+00,14.20
275,103-90-2,DTXSID2020006,Acetaminophen,18,2.97E+01,2.08,7.97,3.24E-01,8.51E+00,9.93,5,9.11E+01,4.14,11.77,2.58E-01,2.61E+01,14.20
276,103-95-7,DTXSID2044769,Cyclamen aldehyde,,,,,,,,5,2.55E+01,4.00,11.77,7.22E-02,7.32E+00,14.20
277,104040-78-0,DTXSID3034610,Flazasulfuron,5,7.74E-01,4.01,7.97,2.82E-03,2.22E-01,9.93,2,1.02E+01,6.19,11.77,8.62E-03,2.91E+00,14.20
278,1040873-93-5,NODTXSID_1040873-93-5,unnamed [1040873-93-5],,,,,,,,3,2.58E+02,4.85,11.77,2.19E-01,7.39E+01,14.20
279,104098-48-8,DTXSID5034270,Imazapic,10,1.42E+02,2.36,7.97,1.55E+00,4.08E+01,9.93,8,1.55E+02,3.48,11.77,4.39E-01,4.45E+01,14.20
280,10411-92-4,DTXSID70893643,"4-tert-Butylcyclohexyl acetate, cis-",3,1.03E+02,7.56,7.97,1.12E-01,2.94E+01,9.93,,,,,,,
281,104-12-1,DTXSID7040732,4-Chlorophenyl isocyanate,3,3.92E+01,6.00,7.97,4.27E-02,1.12E+01,9.93,,,,,,,
282,1041263-42-6,NODTXSID_1041263-42-6,unnamed [1041263-42-6],,,,,,,,4,2.58E+02,4.23,11.77,7.29E-01,7.39E+01,14.20
283,104-15-4,DTXSID0026701,4-Methylbenzenesulfonic acid,3,1.54E+02,6.49,7.97,1.68E-01,4.41E+01,9.93,2,1.41E+02,6.25,11.77,1.20E-01,4.05E+01,14.20
284,104-19-8,DTXSID5059292,"1-Piperazineethanamine, N,N,4-trimethyl-",,,,,,,,3,1.02E+01,4.85,11.77,8.68E-03,2.93E+00,14.20
